T_amb (F), RH_amb (%), Tmains (F), Draw Volume(gal), T_tank (F), E_consumed (Btu), E_delivered (Btu), E_tankloss (Btu) 
71.0,15.1843,49.968,[ 0.65259516],[ 121.4751217],0,[ 387.30277102],[ 124.29416161]
71.0,15.1843,49.968,[ 0.],[ 121.46957537],0,[ 0.],[ 124.28050386]
71.0,15.1843,49.968,[ 0.],[ 121.46402965],0,[ 0.],[ 124.26684762]
71.0,15.1843,49.968,[ 0.],[ 121.45848454],0,[ 0.],[ 124.25319287]
71.0,15.1843,49.968,[ 0.],[ 121.45294004],0,[ 0.],[ 124.23953963]
71.0,15.1843,49.968,[ 0.],[ 121.44739615],0,[ 0.],[ 124.22588789]
71.0,15.1843,49.968,[ 0.],[ 121.44185286],0,[ 0.],[ 124.21223764]
71.0,15.1843,49.968,[ 0.],[ 121.43631019],0,[ 0.],[ 124.1985889]
71.0,15.1843,49.968,[ 0.],[ 121.43076813],0,[ 0.],[ 124.18494166]
71.0,15.1843,49.968,[ 0.],[ 121.42522667],0,[ 0.],[ 124.17129591]
71.0,15.1843,49.968,[ 0.],[ 121.41968582],0,[ 0.],[ 124.15765167]
71.0,15.1843,49.968,[ 0.],[ 121.41414559],0,[ 0.],[ 124.14400893]
71.0,15.1843,49.968,[ 0.],[ 121.40860596],0,[ 0.],[ 124.13036768]
71.0,15.1843,49.968,[ 0.],[ 121.40306694],0,[ 0.],[ 124.11672793]
71.0,15.1843,49.968,[ 0.],[ 121.39752852],0,[ 0.],[ 124.10308968]
71.0,15.1843,49.968,[ 0.],[ 121.39199072],0,[ 0.],[ 124.08945293]
71.0,15.1843,49.968,[ 0.],[ 121.38645353],0,[ 0.],[ 124.07581768]
71.0,15.1843,49.968,[ 0.],[ 121.38091694],0,[ 0.],[ 124.06218393]
71.0,15.1843,49.968,[ 0.],[ 121.37538096],0,[ 0.],[ 124.04855168]
71.0,15.1843,49.968,[ 0.],[ 121.36984559],0,[ 0.],[ 124.03492092]
71.0,15.1843,49.968,[ 0.],[ 121.36431083],0,[ 0.],[ 124.02129166]
71.0,15.1843,49.968,[ 0.],[ 121.35877668],0,[ 0.],[ 124.0076639]
71.0,15.1843,49.968,[ 0.],[ 121.35324313],0,[ 0.],[ 123.99403763]
71.0,15.1843,49.968,[ 0.],[ 121.3477102],0,[ 0.],[ 123.98041287]
71.0,15.1843,49.968,[ 0.],[ 121.34217787],0,[ 0.],[ 123.9667896]
71.0,15.1843,49.968,[ 0.],[ 121.33664615],0,[ 0.],[ 123.95316783]
71.0,15.1843,49.968,[ 0.],[ 121.33111503],0,[ 0.],[ 123.93954755]
71.0,15.1843,49.968,[ 0.],[ 121.32558453],0,[ 0.],[ 123.92592877]
71.0,15.1843,49.968,[ 0.],[ 121.32005463],0,[ 0.],[ 123.91231149]
71.0,15.1843,49.968,[ 0.],[ 121.31452534],0,[ 0.],[ 123.8986957]
71.0,15.1843,49.968,[ 0.],[ 121.30899666],0,[ 0.],[ 123.88508141]
71.0,15.1843,49.968,[ 0.],[ 121.30346858],0,[ 0.],[ 123.87146862]
71.0,15.1843,49.968,[ 0.],[ 121.29794112],0,[ 0.],[ 123.85785732]
71.0,15.1843,49.968,[ 0.],[ 121.29241426],0,[ 0.],[ 123.84424752]
71.0,15.1843,49.968,[ 0.],[ 121.286888],0,[ 0.],[ 123.83063921]
71.0,15.1843,49.968,[ 0.],[ 121.28136236],0,[ 0.],[ 123.8170324]
71.0,15.1843,49.968,[ 0.],[ 121.27583732],0,[ 0.],[ 123.80342708]
71.0,15.1843,49.968,[ 0.],[ 121.27031289],0,[ 0.],[ 123.78982326]
71.0,15.1843,49.968,[ 0.],[ 121.26478906],0,[ 0.],[ 123.77622093]
71.0,15.1843,49.968,[ 0.],[ 121.25926585],0,[ 0.],[ 123.7626201]
71.0,15.203,49.968,[ 0.],[ 121.25374324],0,[ 0.],[ 123.74902076]
71.0,15.203,49.968,[ 0.],[ 121.24822123],0,[ 0.],[ 123.73542292]
71.0,15.203,49.968,[ 0.],[ 121.24269983],0,[ 0.],[ 123.72182657]
71.0,15.203,49.968,[ 0.],[ 121.23717904],0,[ 0.],[ 123.70823171]
71.0,15.203,49.968,[ 0.],[ 121.23165886],0,[ 0.],[ 123.69463835]
71.0,15.203,49.968,[ 0.],[ 121.22613928],0,[ 0.],[ 123.68104648]
71.0,15.203,49.968,[ 0.],[ 121.22062031],0,[ 0.],[ 123.66745611]
71.0,15.203,49.968,[ 0.],[ 121.21510195],0,[ 0.],[ 123.65386723]
71.0,15.203,49.968,[ 0.],[ 121.20958419],0,[ 0.],[ 123.64027984]
71.0,15.203,49.968,[ 0.],[ 121.20406704],0,[ 0.],[ 123.62669394]
71.0,15.203,49.968,[ 0.],[ 121.1985505],0,[ 0.],[ 123.61310954]
71.0,15.203,49.968,[ 0.],[ 121.19303456],0,[ 0.],[ 123.59952663]
71.0,15.203,49.968,[ 0.],[ 121.18751922],0,[ 0.],[ 123.58594522]
71.0,15.203,49.968,[ 0.],[ 121.1820045],0,[ 0.],[ 123.57236529]
71.0,15.203,49.968,[ 0.],[ 121.17649038],0,[ 0.],[ 123.55878686]
71.0,15.203,49.968,[ 0.],[ 121.17097686],0,[ 0.],[ 123.54520992]
71.0,15.203,49.968,[ 0.],[ 121.16546395],0,[ 0.],[ 123.53163447]
71.0,15.203,49.968,[ 0.],[ 121.15995165],0,[ 0.],[ 123.51806051]
71.0,15.203,49.968,[ 0.],[ 121.15443995],0,[ 0.],[ 123.50448805]
71.0,15.203,49.968,[ 0.],[ 121.14892886],0,[ 0.],[ 123.49091708]
71.0,15.203,49.968,[ 0.],[ 121.14341837],0,[ 0.],[ 123.47734759]
71.0,15.203,49.968,[ 0.],[ 121.13790849],0,[ 0.],[ 123.4637796]
71.0,15.203,49.968,[ 0.],[ 121.13239922],0,[ 0.],[ 123.4502131]
71.0,15.203,49.968,[ 0.],[ 121.12689055],0,[ 0.],[ 123.43664809]
71.0,15.203,49.968,[ 0.],[ 121.12138248],0,[ 0.],[ 123.42308457]
71.0,15.203,49.968,[ 0.],[ 121.11587502],0,[ 0.],[ 123.40952254]
71.0,15.203,49.968,[ 0.],[ 121.11036817],0,[ 0.],[ 123.395962]
71.0,15.203,49.968,[ 0.],[ 121.10486192],0,[ 0.],[ 123.38240296]
71.0,15.203,49.968,[ 0.],[ 121.09935628],0,[ 0.],[ 123.3688454]
71.0,15.203,49.968,[ 0.],[ 121.09385124],0,[ 0.],[ 123.35528933]
71.0,15.203,49.968,[ 0.],[ 121.0883468],0,[ 0.],[ 123.34173475]
71.0,15.203,49.968,[ 0.],[ 121.08284297],0,[ 0.],[ 123.32818166]
71.0,15.203,49.968,[ 0.],[ 121.07733975],0,[ 0.],[ 123.31463006]
71.0,15.203,49.968,[ 0.],[ 121.07183713],0,[ 0.],[ 123.30107995]
71.0,15.203,49.968,[ 0.],[ 121.06633511],0,[ 0.],[ 123.28753132]
71.0,15.203,49.968,[ 0.],[ 121.0608337],0,[ 0.],[ 123.27398419]
71.0,15.203,49.968,[ 0.],[ 121.0553329],0,[ 0.],[ 123.26043854]
71.0,15.203,49.968,[ 1.53503403],[ 118.66602703],0,[ 875.22503033],[ 117.37681192]
71.0,15.203,49.968,[ 0.01409868],[ 118.63927138],0,[ 8.03546286],[ 117.31092658]
71.0,15.203,49.968,[ 0.],[ 118.63403666],0,[ 0.],[ 117.29803617]
71.0,15.203,49.968,[ 0.41374604],[ 118.00041448],0,[ 233.61847691],[ 115.73775191]
71.0,15.203,49.968,[ 0.],[ 117.99524996],0,[ 0.],[ 115.72503436]
71.0,15.203,49.968,[ 0.06644258],[ 117.88972709],0,[ 37.45524664],[ 115.46518603]
71.0,15.203,49.968,[ 0.],[ 117.88457473],0,[ 0.],[ 115.45249843]
71.0,15.203,49.968,[ 0.],[ 117.87942294],0,[ 0.],[ 115.43981223]
71.0,15.203,49.968,[ 0.],[ 117.87427172],0,[ 0.],[ 115.42712742]
71.0,15.203,49.968,[ 0.],[ 117.86912106],0,[ 0.],[ 115.41444401]
71.0,15.203,49.968,[ 0.],[ 117.86397096],0,[ 0.],[ 115.40176199]
71.0,15.203,49.968,[ 0.],[ 117.85882144],0,[ 0.],[ 115.38908136]
71.0,15.203,49.968,[ 0.],[ 117.85367248],0,[ 0.],[ 115.37640213]
71.0,15.203,49.968,[ 0.],[ 117.84852408],0,[ 0.],[ 115.36372429]
71.0,15.203,49.968,[ 0.],[ 117.84337625],0,[ 0.],[ 115.35104784]
71.0,15.203,49.968,[ 0.],[ 117.83822899],0,[ 0.],[ 115.33837279]
71.0,15.203,49.968,[ 0.],[ 117.83308229],0,[ 0.],[ 115.32569913]
71.0,15.203,49.968,[ 0.],[ 117.82793615],0,[ 0.],[ 115.31302686]
71.0,15.203,49.968,[ 0.],[ 117.82279059],0,[ 0.],[ 115.30035598]
71.0,15.203,49.968,[ 0.],[ 117.81764558],0,[ 0.],[ 115.2876865]
71.0,15.203,49.968,[ 0.],[ 117.81250115],0,[ 0.],[ 115.27501841]
71.0,15.203,49.968,[ 0.],[ 117.80735728],0,[ 0.],[ 115.26235171]
71.0,15.203,49.968,[ 0.],[ 117.80221397],0,[ 0.],[ 115.2496864]
71.0,15.1659,49.968,[ 0.],[ 117.79707123],0,[ 0.],[ 115.23702248]
71.0,15.1659,49.968,[ 0.],[ 117.79192905],0,[ 0.],[ 115.22435996]
71.0,15.1659,49.968,[ 0.],[ 117.78678744],0,[ 0.],[ 115.21169882]
71.0,15.1659,49.968,[ 0.],[ 117.7816464],0,[ 0.],[ 115.19903908]
71.0,15.1659,49.968,[ 0.],[ 117.77650591],0,[ 0.],[ 115.18638073]
71.0,15.1659,49.968,[ 0.],[ 117.771366],0,[ 0.],[ 115.17372377]
71.0,15.1659,49.968,[ 0.],[ 117.76622665],0,[ 0.],[ 115.1610682]
71.0,15.1659,49.968,[ 0.],[ 117.76108786],0,[ 0.],[ 115.14841402]
71.0,15.1659,49.968,[ 0.],[ 117.75594964],0,[ 0.],[ 115.13576124]
71.0,15.1659,49.968,[ 0.],[ 117.75081198],0,[ 0.],[ 115.12310984]
71.0,15.1659,49.968,[ 0.],[ 117.74567489],0,[ 0.],[ 115.11045983]
71.0,15.1659,49.968,[ 0.],[ 117.74053836],0,[ 0.],[ 115.09781121]
71.0,15.1659,49.968,[ 0.],[ 117.73540239],0,[ 0.],[ 115.08516399]
71.0,15.1659,49.968,[ 0.],[ 117.73026699],0,[ 0.],[ 115.07251815]
71.0,15.1659,49.968,[ 0.],[ 117.72513216],0,[ 0.],[ 115.0598737]
71.0,15.1659,49.968,[ 0.],[ 117.71999789],0,[ 0.],[ 115.04723064]
71.0,15.1659,49.968,[ 0.],[ 117.71486418],0,[ 0.],[ 115.03458897]
71.0,15.1659,49.968,[ 0.],[ 117.70973104],0,[ 0.],[ 115.02194869]
71.0,15.1659,49.968,[ 0.],[ 117.70459846],0,[ 0.],[ 115.0093098]
71.0,15.1659,49.968,[ 0.],[ 117.69946644],0,[ 0.],[ 114.9966723]
71.0,15.1659,49.968,[ 0.],[ 117.69433499],0,[ 0.],[ 114.98403618]
71.0,15.1659,49.968,[ 0.],[ 117.68920411],0,[ 0.],[ 114.97140146]
71.0,15.1659,49.968,[ 0.],[ 117.68407378],0,[ 0.],[ 114.95876812]
71.0,15.1659,49.968,[ 0.],[ 117.67894402],0,[ 0.],[ 114.94613617]
71.0,15.1659,49.968,[ 0.],[ 117.67381483],0,[ 0.],[ 114.93350561]
71.0,15.1659,49.968,[ 0.],[ 117.66868619],0,[ 0.],[ 114.92087644]
71.0,15.1659,49.968,[ 0.],[ 117.66355813],0,[ 0.],[ 114.90824865]
71.0,15.1659,49.968,[ 0.],[ 117.65843062],0,[ 0.],[ 114.89562225]
71.0,15.1659,49.968,[ 0.],[ 117.65330368],0,[ 0.],[ 114.88299724]
71.0,15.1659,49.968,[ 0.],[ 117.6481773],0,[ 0.],[ 114.87037362]
71.0,15.1659,49.968,[ 0.],[ 117.64305148],0,[ 0.],[ 114.85775138]
71.0,15.1659,49.968,[ 0.],[ 117.63792623],0,[ 0.],[ 114.84513053]
71.0,15.1659,49.968,[ 0.],[ 117.63280154],0,[ 0.],[ 114.83251107]
71.0,15.1659,49.968,[ 0.],[ 117.62767742],0,[ 0.],[ 114.81989299]
71.0,15.1659,49.968,[ 0.],[ 117.62255386],0,[ 0.],[ 114.8072763]
71.0,15.1659,49.968,[ 0.],[ 117.61743086],0,[ 0.],[ 114.794661]
71.0,15.1659,49.968,[ 0.],[ 117.61230842],0,[ 0.],[ 114.78204708]
71.0,15.1659,49.968,[ 0.],[ 117.60718654],0,[ 0.],[ 114.76943455]
71.0,15.1659,49.968,[ 0.],[ 117.60206523],0,[ 0.],[ 114.75682341]
71.0,15.1659,49.968,[ 0.],[ 117.59694449],0,[ 0.],[ 114.74421365]
71.0,15.1659,49.968,[ 0.],[ 117.5918243],0,[ 0.],[ 114.73160528]
71.0,15.1659,49.968,[ 0.],[ 117.58670468],0,[ 0.],[ 114.71899829]
71.0,15.1659,49.968,[ 0.],[ 117.58158562],0,[ 0.],[ 114.70639269]
71.0,15.1659,49.968,[ 1.45473771],[ 115.42584072],0,[ 790.32156023],[ 109.39790615]
71.0,15.1659,49.968,[ 0.],[ 115.4209591],0,[ 0.],[ 109.38588524]
71.0,15.1659,49.968,[ 0.],[ 115.41607802],0,[ 0.],[ 109.37386565]
71.0,15.1659,49.968,[ 0.],[ 115.41119747],0,[ 0.],[ 109.36184738]
71.0,15.1659,49.968,[ 0.],[ 115.40631746],0,[ 0.],[ 109.34983044]
71.0,15.1659,49.968,[ 0.],[ 115.40143799],0,[ 0.],[ 109.33781481]
71.0,15.1659,49.968,[ 0.],[ 115.39655905],0,[ 0.],[ 109.32580051]
71.0,15.1659,49.968,[ 0.],[ 115.39168065],0,[ 0.],[ 109.31378752]
71.0,15.1659,49.968,[ 0.],[ 115.38680278],0,[ 0.],[ 109.30177586]
71.0,15.1659,49.968,[ 0.],[ 115.38192545],0,[ 0.],[ 109.28976551]
71.0,15.1659,49.968,[ 0.],[ 115.37704866],0,[ 0.],[ 109.27775649]
71.0,15.1659,49.968,[ 0.],[ 115.3721724],0,[ 0.],[ 109.26574878]
71.0,15.1659,49.968,[ 0.],[ 115.36729668],0,[ 0.],[ 109.25374239]
71.0,15.1659,49.968,[ 0.],[ 115.36242149],0,[ 0.],[ 109.24173733]
71.0,15.1659,49.968,[ 0.],[ 115.35754684],0,[ 0.],[ 109.22973358]
71.0,15.1659,49.968,[ 0.],[ 115.35267273],0,[ 0.],[ 109.21773115]
71.0,15.1659,49.968,[ 0.],[ 115.34779915],0,[ 0.],[ 109.20573004]
71.0,15.0883,49.968,[ 0.],[ 115.3429261],0,[ 0.],[ 109.19373025]
71.0,15.0883,49.968,[ 0.],[ 115.33805359],0,[ 0.],[ 109.18173178]
71.0,15.0883,49.968,[ 0.],[ 115.33318162],0,[ 0.],[ 109.16973462]
71.0,15.0883,49.968,[ 0.],[ 115.32831018],0,[ 0.],[ 109.15773878]
71.0,15.0883,49.968,[ 0.],[ 115.32343928],0,[ 0.],[ 109.14574427]
71.0,15.0883,49.968,[ 0.],[ 115.31856891],0,[ 0.],[ 109.13375107]
71.0,15.0883,49.968,[ 0.],[ 115.31369908],0,[ 0.],[ 109.12175918]
71.0,15.0883,49.968,[ 0.],[ 115.30882978],0,[ 0.],[ 109.10976862]
71.0,15.0883,49.968,[ 0.],[ 115.30396102],0,[ 0.],[ 109.09777937]
71.0,15.0883,49.968,[ 0.],[ 115.29909279],0,[ 0.],[ 109.08579144]
71.0,15.0883,49.968,[ 0.],[ 115.2942251],0,[ 0.],[ 109.07380483]
71.0,15.0883,49.968,[ 0.],[ 115.28935794],0,[ 0.],[ 109.06181954]
71.0,15.0883,49.968,[ 0.],[ 115.28449132],0,[ 0.],[ 109.04983556]
71.0,15.0883,49.968,[ 0.],[ 115.27962523],0,[ 0.],[ 109.0378529]
71.0,15.0883,49.968,[ 0.],[ 115.27475968],0,[ 0.],[ 109.02587155]
71.0,15.0883,49.968,[ 0.],[ 115.26989466],0,[ 0.],[ 109.01389152]
71.0,15.0883,49.968,[ 0.],[ 115.26503018],0,[ 0.],[ 109.00191281]
71.0,15.0883,49.968,[ 0.],[ 115.26016623],0,[ 0.],[ 108.98993542]
71.0,15.0883,49.968,[ 0.],[ 115.25530281],0,[ 0.],[ 108.97795934]
71.0,15.0883,49.968,[ 0.],[ 115.25043993],0,[ 0.],[ 108.96598457]
71.0,15.0883,49.968,[ 0.],[ 115.24557759],0,[ 0.],[ 108.95401113]
71.0,15.0883,49.968,[ 0.],[ 115.24071578],0,[ 0.],[ 108.94203899]
71.0,15.0883,49.968,[ 0.],[ 115.2358545],0,[ 0.],[ 108.93006818]
71.0,15.0883,49.968,[ 0.],[ 115.23099376],0,[ 0.],[ 108.91809868]
71.0,15.0883,49.968,[ 0.],[ 115.22613355],0,[ 0.],[ 108.90613049]
71.0,15.0883,49.968,[ 0.],[ 115.22127387],0,[ 0.],[ 108.89416362]
71.0,15.0883,49.968,[ 0.],[ 115.21641473],0,[ 0.],[ 108.88219806]
71.0,15.0883,49.968,[ 0.],[ 115.21155612],0,[ 0.],[ 108.87023382]
71.0,15.0883,49.968,[ 0.],[ 115.20669805],0,[ 0.],[ 108.8582709]
71.0,15.0883,49.968,[ 0.],[ 115.20184051],0,[ 0.],[ 108.84630929]
71.0,15.0883,49.968,[ 0.],[ 115.1969835],0,[ 0.],[ 108.83434899]
71.0,15.0883,49.968,[ 0.],[ 115.19212703],0,[ 0.],[ 108.82239001]
71.0,15.0883,49.968,[ 0.],[ 115.18727109],0,[ 0.],[ 108.81043234]
71.0,15.0883,49.968,[ 0.],[ 115.18241569],0,[ 0.],[ 108.79847598]
71.0,15.0883,49.968,[ 0.],[ 115.17756082],0,[ 0.],[ 108.78652094]
71.0,15.0883,49.968,[ 0.],[ 115.17270648],0,[ 0.],[ 108.77456721]
71.0,15.0883,49.968,[ 0.],[ 115.16785267],0,[ 0.],[ 108.7626148]
71.0,15.0883,49.968,[ 0.],[ 115.1629994],0,[ 0.],[ 108.7506637]
71.0,15.0883,49.968,[ 0.],[ 115.15814667],0,[ 0.],[ 108.73871391]
71.0,15.0883,49.968,[ 0.],[ 115.15329446],0,[ 0.],[ 108.72676543]
71.0,15.0883,49.968,[ 0.],[ 115.14844279],0,[ 0.],[ 108.71481827]
71.0,15.0883,49.968,[ 0.],[ 115.14359165],0,[ 0.],[ 108.70287242]
71.0,15.0883,49.968,[ 0.],[ 115.13874105],0,[ 0.],[ 108.69092789]
71.0,15.0883,49.968,[ 0.],[ 115.13389097],0,[ 0.],[ 108.67898466]
71.0,15.0883,49.968,[ 0.],[ 115.12904143],0,[ 0.],[ 108.66704275]
71.0,15.0883,49.968,[ 0.],[ 115.12419243],0,[ 0.],[ 108.65510215]
71.0,15.0883,49.968,[ 0.],[ 115.11934395],0,[ 0.],[ 108.64316287]
71.0,15.0883,49.968,[ 0.],[ 115.11449601],0,[ 0.],[ 108.63122489]
71.0,15.0883,49.968,[ 0.],[ 115.10964861],0,[ 0.],[ 108.61928823]
71.0,15.0883,49.968,[ 0.],[ 115.10480173],0,[ 0.],[ 108.60735288]
71.0,15.0883,49.968,[ 0.],[ 115.09995539],0,[ 0.],[ 108.59541884]
71.0,15.0883,49.968,[ 0.],[ 115.09510958],0,[ 0.],[ 108.58348611]
71.0,15.0883,49.968,[ 0.],[ 115.0902643],0,[ 0.],[ 108.57155469]
71.0,15.0883,49.968,[ 0.],[ 115.08541955],0,[ 0.],[ 108.55962458]
71.0,15.0883,49.968,[ 0.],[ 115.08057534],0,[ 0.],[ 108.54769579]
71.0,15.0883,49.968,[ 0.],[ 115.07573166],0,[ 0.],[ 108.5357683]
71.0,15.0883,49.968,[ 0.],[ 115.07088851],0,[ 0.],[ 108.52384213]
71.0,15.0883,49.968,[ 0.],[ 115.06604589],0,[ 0.],[ 108.51191726]
71.0,15.0883,49.968,[ 0.],[ 115.06120381],0,[ 0.],[ 108.49999371]
71.0,15.0883,49.968,[ 0.],[ 115.05636226],0,[ 0.],[ 108.48807147]
71.0,15.0012,49.968,[ 0.],[ 115.05152124],0,[ 0.],[ 108.47615053]
71.0,15.0012,49.968,[ 0.],[ 115.04668075],0,[ 0.],[ 108.46423091]
71.0,15.0012,49.968,[ 0.],[ 115.04184079],0,[ 0.],[ 108.4523126]
71.0,15.0012,49.968,[ 0.],[ 115.03700137],0,[ 0.],[ 108.44039559]
71.0,15.0012,49.968,[ 0.],[ 115.03216247],0,[ 0.],[ 108.4284799]
71.0,15.0012,49.968,[ 0.],[ 115.02732411],0,[ 0.],[ 108.41656551]
71.0,15.0012,49.968,[ 0.],[ 115.02248628],0,[ 0.],[ 108.40465244]
71.0,15.0012,49.968,[ 0.],[ 115.01764899],0,[ 0.],[ 108.39274067]
71.0,15.0012,49.968,[ 0.],[ 115.01281222],0,[ 0.],[ 108.38083021]
71.0,15.0012,49.968,[ 0.],[ 115.00797598],0,[ 0.],[ 108.36892106]
71.0,15.0012,49.968,[ 0.],[ 115.00314028],0,[ 0.],[ 108.35701322]
71.0,15.0012,49.968,[ 0.],[ 115.68344058],255.9,[ 0.],[ 110.03224158]
71.0,15.0012,49.968,[ 0.],[ 116.36366612],255.9,[ 0.],[ 111.70728586]
71.0,15.0012,49.968,[ 0.],[ 117.04381692],255.9,[ 0.],[ 113.38214608]
71.0,15.0012,49.968,[ 0.],[ 117.72389299],255.9,[ 0.],[ 115.05682226]
71.0,15.0012,49.968,[ 0.],[ 118.40389432],255.9,[ 0.],[ 116.73131443]
71.0,15.0012,49.968,[ 0.],[ 119.08382094],255.9,[ 0.],[ 118.4056226]
71.0,15.0012,49.968,[ 0.],[ 119.76367284],255.9,[ 0.],[ 120.07974679]
71.0,15.0012,49.968,[ 0.],[ 120.44345004],255.9,[ 0.],[ 121.75368702]
71.0,15.0012,49.968,[ 0.],[ 121.12315255],255.9,[ 0.],[ 123.42744332]
71.0,15.0012,49.968,[ 0.],[ 121.80278036],255.9,[ 0.],[ 125.10101571]
71.0,15.0012,49.968,[ 0.],[ 122.4823335],255.9,[ 0.],[ 126.77440419]
71.0,15.0012,49.968,[ 0.],[ 123.16181197],255.9,[ 0.],[ 128.4476088]
71.0,15.0012,49.968,[ 0.],[ 123.84121577],255.9,[ 0.],[ 130.12062955]
71.0,15.0012,49.968,[ 0.],[ 124.52054492],255.9,[ 0.],[ 131.79346647]
71.0,15.0012,49.968,[ 0.],125.0,[ 3.01042226],[ 0.],132.97411677
71.0,15.0012,49.968,[ 0.],[ 124.99406635],0,[ 0.],[ 132.95950525]
71.0,15.0012,49.968,[ 0.],[ 124.98813335],0,[ 0.],[ 132.94489534]
71.0,15.0012,49.968,[ 0.],[ 124.982201],0,[ 0.],[ 132.93028703]
71.0,15.0012,49.968,[ 0.],[ 124.97626931],0,[ 0.],[ 132.91568032]
71.0,15.0012,49.968,[ 0.],[ 124.97033826],0,[ 0.],[ 132.90107523]
71.0,15.0012,49.968,[ 0.],[ 124.96440787],0,[ 0.],[ 132.88647173]
71.0,15.0012,49.968,[ 0.5581905],[ 124.03403839],0,[ 343.13025451],[ 130.5954521]
71.0,15.0012,49.968,[ 0.],[ 124.02821088],0,[ 0.],[ 130.58110195]
71.0,15.0012,49.968,[ 0.39596138],[ 123.37363752],0,[ 241.23466074],[ 128.96922577]
71.0,15.0012,49.968,[ 0.],[ 123.36788258],0,[ 0.],[ 128.95505431]
71.0,15.0012,49.968,[ 0.15467946],[ 123.11028612],0,[ 93.89849386],[ 128.32072725]
71.0,15.0012,49.968,[ 0.],[ 123.10456011],0,[ 0.],[ 128.30662705]
71.0,15.0012,49.968,[ 0.22733417],[ 122.73032469],0,[ 137.28678525],[ 127.38507844]
71.0,15.0012,49.968,[ 0.55166316],[ 121.83816258],0,[ 329.06376906],[ 125.18814383]
71.0,15.0012,49.968,[ 0.],[ 121.83257635],0,[ 0.],[ 125.17438785]
71.0,15.0012,49.968,[ 0.26654821],[ 121.40261378],0,[ 158.0308701],[ 124.11561205]
71.0,15.0012,49.968,[ 0.],[ 121.39707542],0,[ 0.],[ 124.10197392]
71.0,15.0012,49.968,[ 0.15065913],[ 121.15281675],0,[ 89.01030274],[ 123.50049095]
71.0,15.0012,49.968,[ 0.],[ 121.14730584],0,[ 0.],[ 123.48692042]
71.0,15.0012,49.968,[ 0.02872548],[ 121.0963774],0,[ 16.95772736],[ 123.36150997]
71.0,15.0012,49.968,[ 0.],[ 121.09087269],0,[ 0.],[ 123.34795471]
71.0,15.0012,49.968,[ 0.],[ 121.08536858],0,[ 0.],[ 123.33440093]
71.0,15.0012,49.968,[ 0.],[ 121.07986508],0,[ 0.],[ 123.32084865]
71.0,15.0012,49.968,[ 0.],[ 121.07436218],0,[ 0.],[ 123.30729786]
71.0,15.0012,49.968,[ 0.],[ 121.06885989],0,[ 0.],[ 123.29374855]
71.0,15.0012,49.968,[ 0.],[ 121.0633582],0,[ 0.],[ 123.28020073]
71.0,15.0012,49.968,[ 0.],[ 121.05785712],0,[ 0.],[ 123.2666544]
71.0,15.0012,49.968,[ 0.],[ 121.05235664],0,[ 0.],[ 123.25310956]
71.0,15.0012,49.968,[ 0.],[ 121.04685677],0,[ 0.],[ 123.23956621]
71.0,15.0012,49.968,[ 0.],[ 121.04135749],0,[ 0.],[ 123.22602435]
71.0,15.0012,49.968,[ 0.],[ 121.03585883],0,[ 0.],[ 123.21248397]
71.0,15.0012,49.968,[ 0.],[ 121.03036077],0,[ 0.],[ 123.19894509]
71.0,15.0012,49.968,[ 0.],[ 121.02486331],0,[ 0.],[ 123.18540769]
71.0,15.0012,49.968,[ 0.],[ 121.01936646],0,[ 0.],[ 123.17187177]
71.0,14.8943,49.968,[ 0.],[ 121.01387021],0,[ 0.],[ 123.15833735]
71.0,14.8943,49.968,[ 0.],[ 121.00837456],0,[ 0.],[ 123.14480441]
71.0,14.8943,49.968,[ 0.],[ 121.00287952],0,[ 0.],[ 123.13127296]
71.0,14.8943,49.968,[ 0.],[ 120.99738508],0,[ 0.],[ 123.117743]
71.0,14.8943,49.968,[ 0.],[ 120.99189125],0,[ 0.],[ 123.10421452]
71.0,14.8943,49.968,[ 0.],[ 120.98639801],0,[ 0.],[ 123.09068753]
71.0,14.8943,49.968,[ 0.],[ 120.98090539],0,[ 0.],[ 123.07716202]
71.0,14.8943,49.968,[ 0.],[ 120.97541336],0,[ 0.],[ 123.06363801]
71.0,14.8943,49.968,[ 0.],[ 120.96992194],0,[ 0.],[ 123.05011547]
71.0,14.8943,49.968,[ 0.],[ 120.96443113],0,[ 0.],[ 123.03659443]
71.0,14.8943,49.968,[ 0.],[ 120.95894091],0,[ 0.],[ 123.02307487]
71.0,14.8943,49.968,[ 0.],[ 120.9534513],0,[ 0.],[ 123.00955679]
71.0,14.8943,49.968,[ 0.],[ 120.9479623],0,[ 0.],[ 122.9960402]
71.0,14.8943,49.968,[ 0.],[ 120.94247389],0,[ 0.],[ 122.9825251]
71.0,14.8943,49.968,[ 0.],[ 120.93698609],0,[ 0.],[ 122.96901148]
71.0,14.8943,49.968,[ 0.],[ 120.9314989],0,[ 0.],[ 122.95549934]
71.0,14.8943,49.968,[ 0.],[ 120.9260123],0,[ 0.],[ 122.94198869]
71.0,14.8943,49.968,[ 0.],[ 120.92052631],0,[ 0.],[ 122.92847953]
71.0,14.8943,49.968,[ 0.],[ 120.91504092],0,[ 0.],[ 122.91497185]
71.0,14.8943,49.968,[ 0.],[ 120.90955613],0,[ 0.],[ 122.90146565]
71.0,14.8943,49.968,[ 0.],[ 120.90407195],0,[ 0.],[ 122.88796094]
